[2025-11-19 17:51:53,485][INFO] Loading datasets...
[2025-11-19 17:51:54,997][INFO] Label Stats | Mean: 0.2345 | Std: 1.5100
[2025-11-19 17:51:54,997][INFO] Label Range | Min: -3.0000 | Max: 3.0000
[2025-11-19 17:51:57,661][INFO] Start Training...
[2025-11-19 17:51:59,783][INFO] Epoch 1 | LR: 0.001000 | Train Loss: 1.3306 | Val MAE: 1.3285 | Val Acc: 0.6355
[2025-11-19 17:51:59,784][INFO] Validation loss decreased (inf --> 1.328482).  Saving model ...
[2025-11-19 17:52:01,388][INFO] Epoch 2 | LR: 0.001000 | Train Loss: 1.2441 | Val MAE: 1.3871 | Val Acc: 0.4579
[2025-11-19 17:52:02,668][INFO] Epoch 3 | LR: 0.001000 | Train Loss: 1.2018 | Val MAE: 1.3821 | Val Acc: 0.5187
[2025-11-19 17:52:03,916][INFO] Epoch 4 | LR: 0.001000 | Train Loss: 1.2346 | Val MAE: 1.3375 | Val Acc: 0.6308
[2025-11-19 17:52:05,078][INFO] Epoch 5 | LR: 0.001000 | Train Loss: 1.1344 | Val MAE: 1.3636 | Val Acc: 0.6402
[2025-11-19 17:52:06,233][INFO] Epoch 6 | LR: 0.001000 | Train Loss: 1.1430 | Val MAE: 1.2788 | Val Acc: 0.6028
[2025-11-19 17:52:06,233][INFO] Validation loss decreased (1.328482 --> 1.278794).  Saving model ...
[2025-11-19 17:52:07,604][INFO] Epoch 7 | LR: 0.001000 | Train Loss: 1.0713 | Val MAE: 1.2241 | Val Acc: 0.6308
[2025-11-19 17:52:07,604][INFO] Validation loss decreased (1.278794 --> 1.224068).  Saving model ...
[2025-11-19 17:52:08,801][INFO] Epoch 8 | LR: 0.001000 | Train Loss: 1.0301 | Val MAE: 1.1572 | Val Acc: 0.6542
[2025-11-19 17:52:08,801][INFO] Validation loss decreased (1.224068 --> 1.157188).  Saving model ...
[2025-11-19 17:52:09,957][INFO] Epoch 9 | LR: 0.001000 | Train Loss: 0.9928 | Val MAE: 1.1847 | Val Acc: 0.6963
[2025-11-19 17:52:11,104][INFO] Epoch 10 | LR: 0.001000 | Train Loss: 0.9774 | Val MAE: 1.2072 | Val Acc: 0.6636
[2025-11-19 17:52:12,261][INFO] Epoch 11 | LR: 0.001000 | Train Loss: 0.9500 | Val MAE: 1.2139 | Val Acc: 0.6916
[2025-11-19 17:52:13,535][INFO] Epoch 12 | LR: 0.001000 | Train Loss: 0.9550 | Val MAE: 1.1460 | Val Acc: 0.6963
[2025-11-19 17:52:13,535][INFO] Validation loss decreased (1.157188 --> 1.145999).  Saving model ...
[2025-11-19 17:52:14,816][INFO] Epoch 13 | LR: 0.001000 | Train Loss: 0.8964 | Val MAE: 1.1389 | Val Acc: 0.7290
[2025-11-19 17:52:14,816][INFO] Validation loss decreased (1.145999 --> 1.138882).  Saving model ...
[2025-11-19 17:52:16,199][INFO] Epoch 14 | LR: 0.001000 | Train Loss: 0.8042 | Val MAE: 1.0784 | Val Acc: 0.7150
[2025-11-19 17:52:16,199][INFO] Validation loss decreased (1.138882 --> 1.078407).  Saving model ...
[2025-11-19 17:52:17,625][INFO] Epoch 15 | LR: 0.001000 | Train Loss: 0.7836 | Val MAE: 1.0764 | Val Acc: 0.7150
[2025-11-19 17:52:17,625][INFO] Validation loss decreased (1.078407 --> 1.076365).  Saving model ...
[2025-11-19 17:52:19,127][INFO] Epoch 16 | LR: 0.001000 | Train Loss: 0.7662 | Val MAE: 1.0708 | Val Acc: 0.7150
[2025-11-19 17:52:19,127][INFO] Validation loss decreased (1.076365 --> 1.070752).  Saving model ...
[2025-11-19 17:52:20,896][INFO] Epoch 17 | LR: 0.001000 | Train Loss: 0.7361 | Val MAE: 1.1053 | Val Acc: 0.7243
[2025-11-19 17:52:22,696][INFO] Epoch 18 | LR: 0.001000 | Train Loss: 0.6964 | Val MAE: 1.0534 | Val Acc: 0.7477
[2025-11-19 17:52:22,698][INFO] Validation loss decreased (1.070752 --> 1.053417).  Saving model ...
[2025-11-19 17:52:24,509][INFO] Epoch 19 | LR: 0.001000 | Train Loss: 0.6422 | Val MAE: 1.0487 | Val Acc: 0.7196
[2025-11-19 17:52:24,510][INFO] Validation loss decreased (1.053417 --> 1.048728).  Saving model ...
[2025-11-19 17:52:26,318][INFO] Epoch 20 | LR: 0.001000 | Train Loss: 0.6112 | Val MAE: 1.0805 | Val Acc: 0.7103
[2025-11-19 17:52:27,561][INFO] Epoch 21 | LR: 0.001000 | Train Loss: 0.6000 | Val MAE: 1.0166 | Val Acc: 0.7523
